PartNumber,Description,ItemStatus,SalesUnit,Authorization,PriceGroup,PriceGroupDescription,ProductLifeCycleManagement,ItemClass
ODTV6502-SD                   ,"65"" NEPTUNE SHADE SERIES 4K HDR - SALES DEMO",Active,EA,,NEPTUNE-OD,Neptune TVs,,ET   STANDNEPTN          
ODTV6502-TS                   ,"65"" NEPTUNE SHADE SERIES 4K HDR - TRADE SHOW UNIT",Active,EA,,NEPTUNE-OD,Neptune TVs,,ET   STANDNEPTN          
ODTV7502-B                    ,"75"" NEPTUNE SHADE SERIES 4K HDR - B STOCK - 30 DAY WARRANTY",Active,EA,,NEPTUNE-OD,Neptune TVs,,ET   STANDNEPTN          
ODTV7502-R                    ,"75"" NEPTUNE SHADE SERIES 4K HDR - R STOCK - 1 YEAR WARRANTY; REFURBISHED",Active,EA,,NEPTUNE-OD,Neptune TVs,,ET   STANDNEPTN          
ODTV7502-SD                   ,"75"" NEPTUNE SHADE SERIES 4K HDR - SALES DEMO",Active,EA,,NEPTUNE-OD,Neptune TVs,,ET   STANDNEPTN          
ODTV7502-TS                   ,"75"" NEPTUNE SHADE SERIES 4K HDR - TRADE SHOW UNIT",Active,EA,,NEPTUNE-OD,Neptune TVs,,ET   STANDNEPTN          
T4X4                          ,"ETAIL UNIV FLAT/TILT MOUNT 32-50""+ NONSEC",Active,EA,False,E-TAIL,E-Tail,Active,FPSS STANDETAIL          
T6X4                          ,"ETAIL UNIV FLAT/TILT MOUNT 50-65""+ NONSEC",Active,EA,False,E-TAIL,E-Tail,Active,FPSS STANDETAIL          
T8X4                          ,"ETAIL UNIV FLAT/TILT MOUNT 65-90""+ NONSEC",Active,EA,False,E-TAIL,E-Tail,Active,FPSS STANDETAIL          
10000903                      ,DCFC 24VDC SUPPLY WITH PLUG,No Request,EA,,CUSTM,Custom Sales Price Group,,FAB                 ASSYP
10003143-TBLK                 ,"KOP2555 DISPLAY BRACKET, WELDMENT, TBLK",Active,EA,,KIOSK,Kiosks,,FAB                 PAINT
10003159-TBLK                 ,"BRACKET, HORIZONTAL - XHB552/XHB553, TBLK",Active,EA,,KIOSK,Kiosks,,FAB                 PAINT
10004275-TEXBLK               ,"RIGHT, DISPLAY BRACKET, VOLTA V3 FOR 55A AND 55B DISPLAYS, TEXBLK",Active,EA,,CUSTM,Custom Sales Price Group,,FAB                 PAINT
10005420                      ,"BALL STOP, SPECTRACORD, VOLTA RETRACTOR",Active,EA,,CUSTM,Custom Sales Price Group,,FAB                 ASSYF
10005438-RBLK                 ,"STACKING HOOK BRACKET, LSCB, BLK",Active,EA,,DVLED,DvLED,,FAB                 PAINT
153-0133                      ,CONCRETE PANEL KIT,Active,EA,,CUSTM,Custom Sales Price Group,,FAB                 ASSYP
153-8030                      ,"FAST PACK, VOLTA55B DISPLAY MOUNTING HARDWARE",No Request,EA,,CUSTM,Custom Sales Price Group,,FAST                     
KIT-LEDSTK-LSCB-CTR           ,"KIT - CTR STACKING, LG LSCB, BLK",Active,EA,,DVLED,DvLED,,FAST                     
KIT-LEDSTK-LSCB-END           ,"KIT - END STACKING, LG LSCB, BLK",Active,EA,,DVLED,DvLED,,FAST                     
10005280                      ,6MM LED MOUNTING STUD FOR SONY CRYSTAL,No Purchases,EA,,DVLED,DvLED,,PP                  ELECT
10005327                      ,"Nut Cap for 3/4"" rod",Active,EA,,KIOSK,Kiosks,,FAST                NUT  
10005571                      ,CLIPPER CREEK HCS-50 W/ COSMOS,Active,EA,,CUSTM,Custom Sales Price Group,,PP                  ELECT
10006153                      ,"Plastic-Head Thumb Screw with Hex Drive, 10-32 Thread Size, 3/8"" Long",Active,EA,,PRO,Professional Sales Price Group,,FAST                HW   
600-0464                      ,TERM BLOCK CLAMP 6AWG-3X BEIGE WEID 1767690000 - ZDU 10/3 AN,Active,EA,,PRO,Professional Sales Price Group,,PP                  ELECT
600-0465                      ,TERM BLOCK CLAMP 6AWG-3X BLUE WEID 1767700000 - ZDU 10/3 AN BL,Active,EA,,PRO,Professional Sales Price Group,,PP                  ELECT
600-0466                      ,TERM BLOCK CLAMP 6AWG-3X END CAP WEID 1749580000 - ZAP ZDU10-163AN,Active,EA,,KIOSK,Kiosks,,PP                  ELECT
981-2882-1                    ,"CTN, RETAIL PF630",Active,EA,,PRO,Professional Sales Price Group,,CARTN               RETBX
00000557-1                    ,BP ION3 DOOR ASSEMBLY,No Request,EA,,CUSTM,Custom Sales Price Group,,FAB                 ASSYP
055-8453                      ,HARDWARE FOR JUICEBOX CHARGER AND BRACKET,Active,EA,,CUSTM,Custom Sales Price Group,,FAST                     
10004240-RBLK                 ,"BRACKET ADAPTER, ""Z"", RIGHT, ASSEMBLY, BLK",Active,EA,,PRO,Professional Sales Price Group,,PPA                      
10004241-RBLK                 ,"BRACKET ADAPTER, ""Z"", LEFT, ASSEMBLY, BLK",Active,EA,,PRO,Professional Sales Price Group,,PPA                      
10005766                      ,WSHR LCK EXT TOOTH .256 x .51 x .023,Active,EA,,PRO,Professional Sales Price Group,,FAST                WASH 
10006263                      ,SCREW M5X0.8X8MM PHIL PAN SS,Active,EA,,PRO,Professional Sales Price Group,,FAST                HW   
10006879-SLV                  ,V4.4 French insert,Active,EA,,CUSTM,Custom Sales Price Group,,FAB                 PAINT
10006880-SLV                  ,V4.4 German insert,Active,EA,,CUSTM,Custom Sales Price Group,,FAB                 PAINT
10007095                      ,"DOOR GASKET - TRIM-LOK X1085-BT, VOLTA GEN4",Active,FT,,CUSTM,Custom Sales Price Group,,PP                  ELECT
10007325                      ,CORD W/EU PLUG AND THERMOSTAT,Active,EA,,KIOSK,Kiosks,,FAB                 ASSYP
10007532                      ,"ALUMINUM EXTRUSION, 20MM X 20MM X 1504MM",Active,EA,,DVLED,DvLED,,FAB                 ASSYF
10007538                      ,SCREW M4X0.7MMX12MM PHIL FLT 18-8 BLKOX,Active,EA,,CUSTM,Custom Sales Price Group,,FAST                HW   
10008175                      ,"DCFC, BTC DISPENSER, FLAT TOP VOLTA GEN4.3",Active,EA,,CUSTM,Custom Sales Price Group,,PP                  ELECT
10008199                      ,"HEP-320-12A WIRE ASY W/LLT CONNECTOR, VOLTA GEN4.3",Active,EA,,CUSTM,Custom Sales Price Group,,FAB                 ASSYP
10008938                      ,"PAYTER, P68 ARC",Active,EA,,CUSTM,Custom Sales Price Group,,PP                  ELECT
10009258                      ,"SIG LT DIFF - LH VERT, IM, VOLTA GEN4",Active,EA,,CUSTM,Custom Sales Price Group,,PP                  ELECT
10009260                      ,"SIG LT DIFF - RH HORZ, IM, VOLTA GEN4",Active,EA,,CUSTM,Custom Sales Price Group,,PP                  ELECT
10009261                      ,"SIG LT DIFF - RH VERT, IM, VOLTA GEN4",Active,EA,,CUSTM,Custom Sales Price Group,,PP                  ELECT
10009845                      ,"""Y"" CABLE ASSEMBLY - LLT",Active,EA,,CUSTM,Custom Sales Price Group,,PP                  ELECT
10010065-RBLK                 ,"SUBASSEMBLY, 3 TILE RIGHT ADAPTER, SAMSUNG IER, BLK",Active,EA,,DVLED,DvLED,,FAB                 PAINT
10010072-RBLK                 ,"SUBASSEMBLY, 3 TILE LEFT ADAPTER, SAMSUNG IER, BLK",Active,EA,,DVLED,DvLED,,FAB                 PAINT
10010102-RBLK                 ,"SUBASSEMBLY, 5 TILE LEFT ADAPTER, SAMSUNG IER, BLK",Active,EA,,DVLED,DvLED,,FAB                 PAINT
10010106-RBLK                 ,"SUBASSEMBLY, 5 TILE RIGHT ADAPTER, SAMSUNG IER, BLK",Active,EA,,DVLED,DvLED,,FAB                 PAINT
147-8120                      ,FASTPACK UNILUMIN UPANELS-8X8,Active,EA,,DVLED,DvLED,,FAST                     
153-1072-1                    ,LH DISPLAY BEZEL ASSEMBLY,Active,EA,,CUSTM,Custom Sales Price Group,,FAB                 ASSYP
153-1073-1                    ,RH DISPLAY BEZEL ASSEMBLY,Active,EA,,CUSTM,Custom Sales Price Group,,FAB                 ASSYP
